pilot,zip,statefips,countyfips,EmbeddedDataBid,ExternalDataReference,stratas,groupn,language
0,33184,12,86,96,867279,3,3,Both
0,34243,12,81,4,258498,2,2,English
0,83301,16,83,32,952975,0,0,English
0,36703,1,47,32,315448,2,2,English
0,33126,12,86,64,360191,3,3,Both
0,34471,12,83,240,667648,2,2,English
0,33020,12,11,16,836485,2,2,English
0,73950,40,7,16,66495,2,2,English
0,77076,48,201,64,926454,7,3,Both
0,33010,12,86,64,188517,3,3,Both
0,33012,12,86,32,39244,3,3,Both
0,90025,6,37,64,369373,0,0,English
0,30341,13,89,96,2529,4,3,Both
0,76164,48,439,240,234873,7,3,Both
0,11368,36,81,4,862123,1,1,Both
0,38834,28,3,4,292741,2,2,English
0,44128,39,35,4,450254,2,2,English
0,32257,12,31,16,914647,2,2,English
0,92354,6,71,16,828728,0,0,English
0,32571,12,113,16,666459,2,2,English
0,3801,33,15,32,350762,0,0,English
0,32259,12,109,96,603588,2,2,English
0,78407,48,355,96,284925,2,2,English
0,33126,12,86,96,822171,3,3,Both
0,93660,6,19,64,156252,1,1,Both
0,47304,18,35,240,918826,2,2,English
0,46303,18,89,64,90485,2,2,English
0,95076,6,87,32,432915,1,1,Both
0,32926,12,9,16,730154,2,2,English
0,30132,13,223,240,338767,2,2,English
0,44903,39,139,96,318591,2,2,English
0,62301,17,1,96,205880,2,2,English
0,12944,36,31,64,72298,0,0,English
0,37849,47,93,32,895601,2,2,English
0,33144,12,86,96,765892,3,3,Both
0,60517,17,43,32,858274,2,2,English
0,33142,12,86,4,782678,3,3,Both
0,90017,6,37,240,404593,1,1,Both
0,10034,36,61,32,567850,1,1,Both
0,33010,12,86,16,563271,3,3,Both
0,66223,20,91,16,708024,2,2,English
0,51050,19,149,64,548192,2,2,English
0,77088,48,201,64,768788,2,2,English
0,75211,48,113,96,558598,7,3,Both
0,33130,12,86,96,619244,3,3,Both
0,21218,24,510,240,244125,0,0,English
0,92236,6,65,32,516845,1,1,Both
0,93219,6,107,4,562930,1,1,Both
0,77304,48,339,32,974187,2,2,English
0,33130,12,86,96,406276,3,3,Both
0,78233,48,29,16,915436,2,2,English
0,10033,36,61,96,354906,1,1,Both
0,44122,39,35,16,23494,2,2,English
0,43113,39,129,96,119113,2,2,English
0,11705,36,103,64,285266,0,0,English
0,79763,48,135,64,770283,2,2,English
0,29405,45,19,16,628920,2,2,English
0,71730,5,139,4,116853,2,2,English
0,60623,17,31,32,327502,5,3,Both
0,68123,31,153,32,806939,2,2,English
0,85268,4,13,96,29015,0,0,English
0,77060,48,201,96,330339,7,3,Both
0,53202,55,79,64,460966,2,2,English
0,33125,12,86,16,402156,3,3,Both
0,11209,36,47,16,603894,0,0,English
0,22712,51,61,96,342216,0,0,English
0,78256,48,29,4,880216,2,2,English
0,31833,13,285,96,673204,2,2,English
0,79603,48,441,240,787893,2,2,English
0,32934,12,9,32,596843,2,2,English
0,33125,12,86,240,3047,3,3,Both
0,77551,48,167,96,300063,2,2,English
0,85712,4,19,16,304854,0,0,English
0,37813,47,63,64,646589,2,2,English
0,77036,48,201,64,468747,7,3,Both
0,76380,48,23,4,564366,2,2,English
0,73020,40,109,240,47237,2,2,English
0,78040,48,479,4,505462,7,3,Both
0,39648,28,113,96,364829,2,2,English
0,89434,32,31,240,661174,0,0,English
0,92236,6,65,64,408713,1,1,Both
0,33126,12,86,32,333364,3,3,Both
0,34116,12,21,96,738088,2,2,English
0,33511,12,57,240,184762,2,2,English
0,92201,6,65,32,425499,1,1,Both
0,75231,48,113,32,27826,2,2,English
0,33629,12,57,32,807704,2,2,English
0,33141,12,86,96,453185,3,3,Both
0,45373,39,109,4,461943,2,2,English
0,63775,29,157,32,821253,2,2,English
0,78521,48,61,96,81174,7,3,Both
0,42240,21,47,4,91462,2,2,English
0,33143,12,86,16,516880,2,2,English
0,77060,48,201,96,481260,7,3,Both
0,78704,48,453,4,199347,2,2,English
0,92254,6,65,32,765857,1,1,Both
0,79849,48,141,64,104552,7,3,Both
0,33142,12,86,32,739065,3,3,Both
0,78584,48,427,16,55995,7,3,Both
0,33130,12,86,64,957130,3,3,Both
0,41102,21,19,240,410914,2,2,English
0,77039,48,201,240,728624,7,3,Both
0,60172,17,43,240,385429,2,2,English
0,60804,17,31,64,675429,2,2,English
0,93215,6,107,32,136170,1,1,Both
0,33135,12,86,4,335836,3,3,Both
0,47265,18,79,16,269881,2,2,English
0,77084,48,201,32,30969,2,2,English
0,44663,39,157,32,753744,2,2,English
0,76302,48,485,96,182043,2,2,English
0,32955,12,9,64,152473,2,2,English
0,61525,17,143,4,71745,2,2,English
0,47354,18,135,4,607767,2,2,English
0,87301,35,31,4,847315,0,0,English
0,60623,17,31,64,265455,5,3,Both
0,33125,12,86,32,38267,3,3,Both
0,32810,12,95,64,649673,2,2,English
0,79927,48,141,4,711532,7,3,Both
0,33141,12,86,96,808681,3,3,Both
0,77036,48,201,240,753803,7,3,Both
0,93446,6,79,96,617408,0,0,English
0,79901,48,141,16,78549,7,3,Both
0,64118,29,47,64,590675,2,2,English
0,77339,48,201,16,352069,2,2,English
0,33125,12,86,32,392939,3,3,Both
0,63119,29,189,4,464933,2,2,English
0,76106,48,439,240,154392,7,3,Both
0,45331,39,37,16,773002,2,2,English
0,79835,48,141,4,139772,7,3,Both
0,47591,18,83,4,928043,2,2,English
0,90057,6,37,240,636819,1,1,Both
0,60623,17,31,64,96100,5,3,Both
0,54401,55,73,64,569098,2,2,English
0,73160,40,27,96,279463,2,2,English
0,34113,12,21,32,871399,2,2,English
0,44870,39,43,240,851835,2,2,English
0,90057,6,37,240,770130,1,1,Both
0,67444,20,53,64,15466,2,2,English
0,74136,40,143,64,573736,2,2,English
0,90057,6,37,64,862147,1,1,Both
0,75072,48,85,64,637431,2,2,English
0,93668,6,19,64,671886,1,1,Both
0,6478,9,9,16,697865,0,0,English
0,79912,48,141,16,231118,7,3,Both
0,44883,39,147,96,629650,2,2,English
0,6109,9,3,32,404416,0,0,English
0,32137,12,35,96,602764,2,2,English
0,65338,29,15,32,858121,2,2,English
0,30680,13,13,240,698383,2,2,English
0,35674,1,33,4,572029,2,2,English
0,27539,37,183,16,858674,0,0,English
0,33415,12,99,16,610698,2,2,English
0,37072,47,37,16,173744,2,2,English
0,33142,12,86,64,169777,3,3,Both
0,30501,13,139,4,137488,4,3,Both
0,60459,17,31,4,671309,2,2,English
0,78852,48,323,32,920380,7,3,Both
0,77060,48,201,16,801536,7,3,Both
0,33014,12,86,32,1003368,3,3,Both
0,77060,48,201,32,81327,7,3,Both
0,60502,17,89,96,609262,2,2,English
0,60609,17,31,32,32405,5,3,Both
0,30060,13,67,4,71321,2,2,English
0,95621,6,67,64,291211,0,0,English
0,73130,40,109,96,857144,2,2,English
0,48192,26,163,32,102174,0,0,English
0,76380,48,23,64,608803,2,2,English
0,33142,12,86,16,791895,3,3,Both
0,60108,17,43,32,687271,2,2,English
0,79836,48,141,64,966465,7,3,Both
0,90291,6,37,240,637643,0,0,English
0,77057,48,201,4,62893,7,3,Both
0,33128,12,86,32,911869,3,3,Both
0,11368,36,81,64,186351,1,1,Both
0,92274,6,65,16,490842,1,1,Both
0,50009,19,153,64,547368,2,2,English
0,70339,22,7,32,488311,2,2,English
0,47715,18,163,32,910433,2,2,English
0,34608,12,53,240,561164,2,2,English
0,10032,36,61,96,478152,1,1,Both
0,33010,12,86,32,215344,3,3,Both
0,7093,34,17,96,663469,1,1,Both
0,33126,12,86,4,919438,3,3,Both
0,33178,12,86,240,448912,2,2,English
0,33128,12,86,64,538763,3,3,Both
0,35014,1,121,240,944311,2,2,English
0,33016,12,86,4,338461,3,3,Both
0,75402,48,231,240,890563,2,2,English
0,78660,48,453,16,839075,2,2,English
0,90017,6,37,4,769306,1,1,Both
0,30296,13,63,32,917272,2,2,English
0,33012,12,86,16,49285,3,3,Both
0,75042,48,113,96,530123,2,2,English
0,7206,34,39,4,699513,1,1,Both
0,46516,18,39,240,126529,2,2,English
0,33125,12,86,4,856567,3,3,Both
0,33142,12,86,4,71686,3,3,Both
0,6610,9,1,240,297932,0,0,English
0,32507,12,33,32,35124,2,2,English
0,64601,29,117,64,599892,2,2,English
0,33010,12,86,32,242171,3,3,Both
0,78852,48,323,16,600104,7,3,Both
0,33068,12,11,32,268021,2,2,English
0,48706,26,17,4,111391,0,0,English
0,71232,22,83,16,80809,2,2,English
0,77039,48,201,32,346301,7,3,Both
0,53158,55,59,64,611887,2,2,English
0,65802,29,77,32,422968,2,2,English
0,73106,40,109,32,421167,6,3,Both
0,41042,21,15,32,899721,2,2,English
0,64744,29,39,64,288833,2,2,English
0,75238,48,113,64,454586,2,2,English
0,71234,22,73,4,863065,2,2,English
0,75211,48,113,240,613076,7,3,Both
0,92236,6,65,64,36431,1,1,Both
0,62869,17,193,64,64176,2,2,English
0,33805,12,105,96,177193,2,2,English
0,33015,12,86,64,301593,3,3,Both
0,53129,55,79,4,585060,2,2,English
0,75801,48,1,240,704422,2,2,English
0,72764,5,143,240,331469,2,2,English
0,29691,45,73,240,532477,2,2,English
0,37748,47,145,64,530888,2,2,English
0,32226,12,31,96,194438,2,2,English
0,75211,48,113,4,719560,7,3,Both
0,32114,12,127,32,709248,2,2,English
0,92236,6,65,240,534455,1,1,Both
0,71109,22,17,16,142856,2,2,English
0,33142,12,86,96,533666,3,3,Both
0,77011,48,201,4,209694,7,3,Both
0,74128,40,143,240,884795,2,2,English
0,32547,12,91,4,239699,2,2,English
0,37865,47,155,96,406794,2,2,English
0,77060,48,201,240,979284,7,3,Both
0,91762,6,71,64,7132,0,0,English
0,79849,48,141,16,504485,7,3,Both
0,37127,47,149,16,182961,2,2,English
0,38011,47,167,96,815944,2,2,English
0,90037,6,37,4,529511,1,1,Both
0,33142,12,86,96,694628,3,3,Both
0,38251,47,79,96,718677,2,2,English
0,77060,48,201,16,36890,7,3,Both
0,33142,12,86,240,151343,3,3,Both
0,33135,12,86,240,869904,3,3,Both
0,33010,12,86,64,935553,3,3,Both
0,87047,35,1,64,331681,0,0,English
0,33018,12,86,64,231977,3,3,Both
0,43215,39,49,4,866149,2,2,English
0,33142,12,86,96,417965,3,3,Both
0,10009,36,61,4,229140,0,0,English
0,63139,29,510,240,785209,2,2,English
0,63111,29,510,32,215921,2,2,English
0,33446,12,99,240,886537,2,2,English
0,92274,6,65,64,446405,1,1,Both
0,68123,31,153,16,940250,2,2,English
0,33126,12,86,240,120396,3,3,Both
0,77036,48,201,4,68814,7,3,Both
0,60629,17,31,4,834743,2,2,English
0,75220,48,113,240,898132,7,3,Both
0,75150,48,113,4,68967,2,2,English
0,36572,1,97,32,155310,2,2,English
0,77022,48,201,16,850246,7,3,Both
0,44460,39,29,16,922275,2,2,English
0,33010,12,86,96,838286,3,3,Both
0,77060,48,201,4,10063,7,3,Both
0,50219,19,125,16,1000955,2,2,English
0,43604,39,95,16,57890,2,2,English
0,77076,48,201,240,64541,7,3,Both
0,79410,48,303,96,938814,2,2,English
0,34105,12,21,64,533513,2,2,English
0,33334,12,11,32,290422,2,2,English
0,60623,17,31,96,851529,5,3,Both
0,75007,48,121,4,565343,2,2,English
0,33135,12,86,240,682939,3,3,Both
0,33142,12,86,16,773461,3,3,Both
0,10032,36,61,4,433715,1,1,Both
0,77036,48,201,4,700149,7,3,Both
0,35640,1,103,32,971962,2,2,English
0,96706,15,3,32,966983,0,0,English
0,40361,21,17,240,659102,2,2,English
0,61244,17,161,4,711473,2,2,English
0,60623,17,31,4,513643,5,3,Both
0,64506,29,21,96,822077,2,2,English
0,33012,12,86,64,689837,3,3,Both
0,79901,48,141,96,949679,7,3,Both
0,60623,17,31,96,210977,5,3,Both
0,79912,48,141,4,364429,7,3,Both
0,33165,12,86,64,38114,3,3,Both
0,33130,12,86,32,761772,3,3,Both
0,78040,48,479,64,683210,2,2,English
0,47374,18,177,32,252271,2,2,English
0,32340,12,79,64,497104,2,2,English
0,75135,48,231,16,424463,2,2,English
0,92254,6,65,96,943605,1,1,Both
0,75211,48,113,32,914094,7,3,Both
0,53115,55,127,16,851682,2,2,English
0,33135,12,86,96,407100,3,3,Both
0,33177,12,86,4,715534,3,3,Both
0,93274,6,107,16,635018,1,1,Both
0,33172,12,86,96,714710,3,3,Both
0,78045,48,479,64,914612,2,2,English
0,75766,48,73,96,971044,2,2,English
0,37932,47,93,16,33688,2,2,English
0,34116,12,21,4,693651,2,2,English
0,31520,13,127,4,326101,2,2,English
0,73119,40,109,4,430384,2,2,English
0,51632,19,145,16,735157,2,2,English
0,60432,17,197,32,786186,5,3,Both
0,45440,39,57,96,693345,2,2,English
0,79107,48,375,32,440790,2,2,English
0,47909,18,157,32,315142,2,2,English
0,77076,48,201,16,438471,7,3,Both
0,92274,6,65,4,152956,1,1,Both
0,76179,48,439,32,39515,2,2,English
0,60426,17,31,64,643658,2,2,English
0,34698,12,103,64,748129,2,2,English
0,77012,48,201,96,707718,7,3,Both
0,70058,22,51,96,879027,2,2,English
0,77060,48,201,16,347949,7,3,Both
0,60629,17,31,32,701432,2,2,English
0,33125,12,86,16,474244,3,3,Both
0,50703,19,13,4,299180,2,2,English
0,92254,6,65,240,54865,1,1,Both
0,33139,12,86,4,604106,2,2,English
0,28369,37,155,4,68025,0,0,English
0,1581,25,27,16,447205,0,0,English
0,30582,13,291,64,804867,2,2,English
0,40475,21,151,4,819240,2,2,English
0,33010,12,86,4,277391,3,3,Both
0,30083,13,89,4,169412,2,2,English
0,7087,34,17,32,894047,1,1,Both
0,75763,48,213,16,11040,2,2,English
0,70122,22,71,4,105988,2,2,English
0,33013,12,86,32,620221,3,3,Both
0,36695,1,97,96,404322,2,2,English
0,79835,48,141,240,246256,7,3,Both
0,60441,17,197,96,128848,5,3,Both
0,77566,48,39,96,904571,2,2,English
0,77071,48,201,4,606178,2,2,English
0,53149,55,133,96,922946,2,2,English
0,38068,47,47,16,709460,2,2,English
0,77901,48,469,240,229623,2,2,English
0,77093,48,201,4,466946,7,3,Both
0,33155,12,86,32,117771,2,2,English
0,46545,18,141,32,375541,2,2,English
0,90005,6,37,16,599127,1,1,Both
0,37917,47,93,16,522495,2,2,English
0,33012,12,86,96,813931,3,3,Both
0,30501,13,139,64,280016,4,3,Both
0,54547,55,51,64,400567,2,2,English
0,13838,36,25,240,99125,0,0,English
0,33876,12,55,240,497469,2,2,English
0,75061,48,113,240,139407,7,3,Both
0,30341,13,89,16,233931,4,3,Both
0,33014,12,86,16,354423,3,3,Both
0,47421,18,93,96,679031,2,2,English
0,35244,1,73,96,313800,2,2,English
0,72416,5,31,16,677748,2,2,English
0,54756,55,11,96,160772,2,2,English
0,39565,28,59,240,809199,2,2,English
0,76014,48,439,96,891387,2,2,English
0,33012,12,86,16,342734,3,3,Both
0,60623,17,31,32,264631,5,3,Both
0,90017,6,37,4,137971,1,1,Both
0,92254,6,65,96,970432,1,1,Both
0,60609,17,31,96,59232,5,3,Both
0,70128,22,71,240,666059,2,2,English
0,40047,21,29,4,596231,2,2,English
0,77093,48,201,96,893706,7,3,Both
0,34741,12,97,96,481507,2,2,English
0,33904,12,71,16,968666,2,2,English
0,11373,36,81,4,53864,1,1,Both
0,93256,6,107,16,625801,1,1,Both
0,33012,12,86,64,974069,3,3,Both
0,72034,5,45,16,863889,2,2,English
0,7047,34,17,32,351586,1,1,Both
0,10029,36,61,240,655900,0,0,English
0,10033,36,61,16,371668,1,1,Both
0,78387,48,409,4,507110,2,2,English
0,33534,12,57,16,789270,2,2,English
0,32771,12,117,4,818204,2,2,English
0,33125,12,86,96,29050,3,3,Both
0,33012,12,86,32,405605,3,3,Both
0,76028,48,251,16,740466,2,2,English
0,33010,12,86,240,793849,3,3,Both
0,60432,17,197,32,564001,5,3,Both
0,93274,6,107,4,546144,1,1,Both
0,46733,18,1,16,873565,2,2,English
0,60601,17,31,64,423121,2,2,English
0,95446,6,97,4,824455,0,0,English
0,74525,40,5,96,156193,2,2,English
0,33010,12,86,32,216168,3,3,Both
0,33016,12,86,16,897708,3,3,Both
0,71923,5,19,96,10369,2,2,English
0,95076,6,87,64,234,1,1,Both
0,54401,55,73,4,435787,2,2,English
0,29445,45,15,64,433562,2,2,English
0,60630,17,31,96,656995,2,2,English
0,7202,34,39,240,68178,1,1,Both
0,11373,36,81,16,142738,1,1,Both
0,13795,36,7,16,143562,0,0,English
0,17602,42,71,96,233260,0,0,English
0,34108,12,21,64,444639,2,2,English
0,60510,17,89,4,120455,2,2,English
0,64128,29,95,96,57431,2,2,English
0,43230,39,49,240,493043,2,2,English
0,33013,12,86,240,504520,3,3,Both
0,77060,48,201,64,321122,7,3,Both
0,33010,12,86,96,92074,3,3,Both
0,11368,36,81,4,444580,1,1,Both
0,33569,12,57,4,949408,2,2,English
0,53218,55,79,32,825679,2,2,English
0,77093,48,201,4,538210,7,3,Both
0,44683,39,157,64,575996,2,2,English
0,93905,6,53,32,832024,1,1,Both
0,60623,17,31,4,940403,5,3,Both
0,78040,48,479,64,123139,7,3,Both
0,33177,12,86,4,155463,2,2,English
0,51503,19,155,96,219523,2,2,English
0,63954,29,23,64,332446,2,2,English
0,90017,6,37,240,582341,1,1,Both
0,78233,48,29,4,959873,2,2,English
0,33128,12,86,32,849822,3,3,Both
0,77407,48,157,32,165928,2,2,English
0,77084,48,201,16,75406,2,2,English
0,41018,21,117,32,295213,2,2,English
0,90057,6,37,96,5484,1,1,Both
0,60432,17,197,16,697312,5,3,Both
0,76137,48,439,32,545932,2,2,English
0,68137,31,55,16,229258,2,2,English
0,46074,18,57,240,311846,2,2,English
0,43615,39,95,96,866973,2,2,English
0,77583,48,157,16,149142,2,2,English
0,32814,12,95,16,427488,2,2,English
0,93905,6,53,96,76595,1,1,Both
0,79097,48,65,32,751849,2,2,English
0,33142,12,86,64,640150,3,3,Both
0,92231,6,25,240,1004004,1,1,Both
0,28214,37,119,32,690143,0,0,English
0,52402,19,113,32,317614,2,2,English
0,29620,45,1,16,612134,2,2,English
0,78753,48,453,4,928773,2,2,English
0,79107,48,375,96,174168,2,2,English
0,33013,12,86,240,912846,3,3,Both
0,79915,48,141,32,373646,7,3,Both
0,33469,12,99,240,157935,2,2,English
0,77060,48,201,32,508087,7,3,Both
0,29412,45,19,64,140113,2,2,English
0,36426,1,53,16,84046,2,2,English
0,7601,34,3,240,681903,0,0,English
0,29585,45,43,4,851929,2,2,English
0,64054,29,95,96,448147,2,2,English
0,78721,48,453,16,759418,2,2,English
0,33125,12,86,96,678819,3,3,Both
0,75211,48,113,4,408501,7,3,Both
0,60623,17,31,240,477599,5,3,Both
0,34481,12,83,16,45530,2,2,English
0,32134,12,83,64,869386,2,2,English
0,37130,47,149,16,654158,2,2,English
0,33612,12,57,240,398554,2,2,English
0,79849,48,141,240,220253,7,3,Both
0,60623,17,31,16,60056,5,3,Both
0,30501,13,139,96,821653,4,3,Both
0,30341,13,89,16,331198,4,3,Both
0,30341,13,89,64,358025,4,3,Both
0,60458,17,31,4,849057,2,2,English
0,27040,37,67,4,316213,0,0,English
0,77546,48,201,96,611122,2,2,English
0,90255,6,37,96,557162,1,1,Both
0,33135,12,86,16,168129,3,3,Both
0,93640,6,19,64,235909,1,1,Both
0,33125,12,86,16,499423,3,3,Both
0,33142,12,86,240,569710,3,3,Both
0,78613,48,491,4,474362,2,2,English
0,77036,48,201,16,202949,7,3,Both
0,78123,48,187,4,585943,2,2,English
0,73010,40,51,16,269422,2,2,English
0,33125,12,86,4,464203,3,3,Both
0,33016,12,86,16,764397,3,3,Both
0,93662,6,19,240,894071,0,0,English
0,37211,47,37,4,396753,2,2,English
0,70427,22,117,16,737323,2,2,English
0,33135,12,86,32,745810,3,3,Both
0,30064,13,67,64,586955,2,2,English
0,35810,1,89,64,110049,2,2,English
0,93458,6,83,64,350786,1,1,Both
0,77093,48,201,64,298415,7,3,Both
0,60623,17,31,64,15619,5,3,Both
0,77076,48,201,16,810753,7,3,Both
0,64151,29,165,96,439754,2,2,English
0,32164,12,35,4,940650,2,2,English
0,30605,13,59,96,715993,2,2,English
0,33135,12,86,16,594065,3,3,Both
0,83835,16,55,96,464168,0,0,English
0,6340,9,11,96,137794,0,0,English
0,10562,36,119,32,843689,0,0,English
0,32824,12,95,240,676500,2,2,English
0,32207,12,31,240,923040,2,2,English
0,33812,12,105,64,648390,2,2,English
0,33981,12,15,32,195627,2,2,English
0,79901,48,141,64,789541,7,3,Both
0,33012,12,86,240,823148,3,3,Both
0,60432,17,197,240,208505,5,3,Both
0,46113,18,97,240,871917,2,2,English
0,29651,45,45,16,461213,2,2,English
0,77036,48,201,32,718583,7,3,Both
0,79901,48,141,96,51722,7,3,Both
0,79905,48,141,240,630227,7,3,Both
0,75240,48,113,32,792472,7,3,Both
0,77039,48,201,96,88896,7,3,Both
0,75462,48,277,4,135134,2,2,English
0,77034,48,201,4,166081,2,2,English
0,77036,48,201,4,708542,7,3,Both
0,68748,31,119,64,665235,2,2,English
0,97267,41,5,16,282818,0,0,English
0,33135,12,86,32,611675,3,3,Both
0,11368,36,81,64,160348,1,1,Both
0,33803,12,105,96,266067,2,2,English
0,73106,40,109,96,643352,6,3,Both
0,60030,17,97,16,535526,2,2,English
0,78223,48,29,32,106353,2,2,English
0,63660,29,221,96,261182,2,2,English
0,90006,6,37,96,92710,1,1,Both
0,33135,12,86,96,967171,3,3,Both
0,44050,39,93,4,31887,2,2,English
0,46407,18,89,96,482025,2,2,English
0,33135,12,86,96,96041,3,3,Both
0,39507,28,47,240,604624,2,2,English
0,97478,41,39,4,531830,0,0,English
0,33928,12,71,96,79926,2,2,English
0,33013,12,86,32,371209,3,3,Both
0,33161,12,86,4,215862,2,2,English
0,60623,17,31,16,691391,5,3,Both
0,41003,21,97,32,917331,2,2,English
0,33012,12,86,96,919591,3,3,Both
0,33172,12,86,96,287950,3,3,Both
0,40212,21,111,4,940,2,2,English
0,77437,48,481,64,326066,2,2,English
0,33141,12,86,240,719807,3,3,Both
0,33126,12,86,240,457458,3,3,Both
0,21654,24,41,64,670885,0,0,English
0,79901,48,141,240,24895,7,3,Both
0,33125,12,86,64,607555,3,3,Both
0,20164,51,107,32,332175,0,0,English
0,30501,13,139,64,990184,4,3,Both
0,33126,12,86,32,332540,3,3,Both
0,33134,12,86,16,931127,3,3,Both
0,8861,34,23,240,113439,0,0,English
0,19104,42,101,4,375788,0,0,English
0,92201,6,65,4,114440,1,1,Both
0,53205,55,79,64,238781,2,2,English
0,33135,12,86,240,16384,3,3,Both
0,75220,48,113,16,196357,7,3,Both
0,40202,21,111,240,800806,2,2,English
0,90017,6,37,64,831353,1,1,Both
0,62568,17,21,16,748341,2,2,English
0,93905,6,53,96,530182,1,1,Both
0,60609,17,31,240,627696,5,3,Both
0,32311,12,73,32,719289,2,2,English
0,38134,47,157,64,336354,2,2,English
0,78729,48,491,240,3989,2,2,English
0,79902,48,141,96,371998,7,3,Both
0,15068,42,3,16,152779,0,0,English
0,33135,12,86,64,523625,3,3,Both
0,54971,55,39,4,774497,2,2,English
0,33130,12,86,64,939520,3,3,Both
0,73505,40,31,240,172979,2,2,English
0,75211,48,113,16,772390,7,3,Both
0,61103,17,201,240,640209,2,2,English
0,77060,48,201,64,890410,7,3,Both
0,77426,48,477,32,992621,2,2,English
0,30236,13,63,96,552559,2,2,English
0,73106,40,109,96,403557,6,3,Both
0,29486,45,15,96,753838,2,2,English
0,11368,36,81,64,817686,1,1,Both
0,90057,6,37,32,947878,1,1,Both
0,42101,21,227,96,802454,2,2,English
0,78582,48,427,4,775380,7,3,Both
0,43230,39,49,16,448606,2,2,English
0,33141,12,86,240,897555,3,3,Both
0,33126,12,86,96,643599,3,3,Both
0,14606,36,55,16,214826,0,0,English
0,20783,24,33,64,181254,1,1,Both
0,73071,40,27,4,856320,2,2,English
0,45895,39,11,96,462767,2,2,English
0,77036,48,201,4,24377,7,3,Both
0,44233,39,103,240,708483,2,2,English
0,33013,12,86,240,531347,3,3,Both
0,78582,48,427,32,597632,7,3,Both
0,46202,18,97,64,970008,2,2,English
0,33543,12,101,32,478211,2,2,English
0,77039,48,201,240,177770,7,3,Both
0,38016,47,157,32,504885,2,2,English
0,2540,25,1,96,946053,0,0,English
0,78227,48,29,4,666424,2,2,English
0,31520,13,127,16,414975,2,2,English
0,51443,19,27,240,575019,2,2,English
0,94546,6,1,32,983769,0,0,English
0,90017,6,37,240,431420,1,1,Both
0,28216,37,119,96,645706,0,0,English
0,78384,48,131,32,595984,2,2,English
0,29153,45,85,4,281817,2,2,English
0,46149,18,63,4,809870,2,2,English
0,71260,22,111,96,685317,2,2,English
0,73106,40,109,96,981238,6,3,Both
0,29379,45,87,240,806668,2,2,English
0,77630,48,361,240,1002662,2,2,English
0,74002,40,113,240,982062,2,2,English
0,30828,13,301,96,974222,2,2,English
0,19709,10,3,16,740501,2,2,English
0,77459,48,157,32,752826,2,2,English
0,33990,12,71,96,151190,2,2,English
0,33183,12,86,4,751578,3,3,Both
0,44256,39,103,4,175239,2,2,English
0,71269,22,83,32,507569,2,2,English
0,60618,17,31,16,184150,2,2,English
0,35244,1,73,32,402674,2,2,English
0,77450,48,201,240,886137,2,2,English
0,66067,20,59,240,254437,2,2,English
0,24347,51,155,64,262559,0,0,English
0,39160,28,79,64,435269,2,2,English
0,33125,12,86,64,641951,3,3,Both
0,77011,48,201,4,725328,7,3,Both
0,77379,48,201,4,627908,2,2,English
0,79836,48,141,64,388784,7,3,Both
0,93256,6,107,96,359179,1,1,Both
0,33125,12,86,4,802089,3,3,Both
0,79424,48,303,16,405570,2,2,English
0,68502,31,109,96,33900,2,2,English
0,33776,12,103,64,799311,2,2,English
0,38310,47,109,16,229870,2,2,English
0,21045,24,27,16,999554,0,0,English
0,32246,12,31,64,576761,2,2,English
0,33138,12,86,64,88472,2,2,English
0,31543,13,25,96,797298,2,2,English
0,30571,13,311,64,938178,2,2,English
0,64081,29,95,4,386100,2,2,English
0,74467,40,145,96,467252,2,2,English
0,73080,40,87,240,456387,2,2,English
0,33012,12,86,32,698230,3,3,Both
0,33128,12,86,64,938696,3,3,Both
0,33418,12,99,16,121891,2,2,English
0,75229,48,113,4,872129,7,3,Both
0,77076,48,201,4,562565,7,3,Both
0,60652,17,31,96,915224,2,2,English
0,30833,13,163,64,885348,2,2,English
0,77039,48,201,32,488829,7,3,Both
0,75134,48,113,4,513337,2,2,English
0,60118,17,89,4,420649,2,2,English
0,77076,48,201,96,802360,7,3,Both
0,60645,17,31,240,532901,2,2,English
0,33312,12,11,16,841276,2,2,English
0,33184,12,86,32,467346,3,3,Both
0,45013,39,17,64,612040,2,2,English
0,33027,12,11,4,907749,2,2,English
0,7201,34,39,64,779170,1,1,Both
0,63011,29,189,64,46566,2,2,English
0,77081,48,201,64,56972,7,3,Both
0,75220,48,113,96,498199,7,3,Both
0,33012,12,86,32,76112,3,3,Both
0,33776,12,103,240,754874,2,2,English
0,22003,51,59,96,182078,0,0,English
0,23221,51,760,64,946724,0,0,English
0,40204,21,111,96,756369,2,2,English
0,39845,13,253,96,213908,2,2,English
0,36542,1,3,240,377495,2,2,English
0,33125,12,86,64,561470,3,3,Both
0,50061,19,121,32,929691,2,2,English
0,33015,12,86,4,461731,3,3,Both
0,93640,6,19,240,262736,1,1,Both
0,33130,12,86,64,112827,3,3,Both
0,76310,48,485,16,786551,2,2,English
0,33467,12,99,240,291246,2,2,English
0,47713,18,163,64,128177,2,2,English
0,77039,48,201,96,44459,7,3,Both
0,33010,12,86,240,259781,3,3,Both
0,75707,48,423,240,455410,2,2,English
0,29654,45,7,64,283465,2,2,English
0,33135,12,86,240,371880,3,3,Both
0,43229,39,49,16,759665,2,2,English
0,78942,48,287,32,147341,2,2,English
0,45638,39,87,64,631298,2,2,English
0,20783,24,33,240,3506,1,1,Both
